"Data.Number Plate","Data.State","Data.Car.Make","Data.Car.Style","Data.Car.Color","Data.Location","Data.Violation","Data.Fine","Date.Year","Date.Month","Date.Day","Date.Time.Hour","Date.Time.Minute"
"ACZ2890","VA","Ford","Sports Utility Veh","Black","UNION STREET","HANDICAPPED PARKING C","350.0","2019","4","10","8","4"
"VPT7904","VA","Hyundai","Two Door","Silver","E PLUME STREET","HANDICAPPED PARKING C","350.0","2019","4","20","8","4"
"UTT5480","VA","Nissan","Four Door","Black","E CITY HALL AVENUE","HANDICAPPED PARKING C","350.0","2019","5","10","8","5"
"VVK3652","VA","Honda"," ","Red","BROOKE AVENUE","HANDICAPPED PARKING C","350.0","2019","6","19","20","6"
"UUB8330","VA","Nissan","Four Door","Green","GRANBY STREET","HANDICAPPED PARKING C","350.0","2019","7","3","10","7"
"UTV2645","VA","Acura","Four Door","Green","PLUME STREET","HANDICAPPED PARKING C","350.0","2019","8","9","23","8"
"VWJ7126","VA","Ford","Van","Green","CHESAPEAKE BOULEVARD","HANDICAPPED PARKING C","350.0","2019","8","23","7","8"
"UVE1624","VA","Chevrolet","Sports Utility Veh","White","E CITY HALL AVENUE","HANDICAPPED PARKING C","350.0","2019","9","9","13","9"
"UTM1157","VA","Ford","Truck","White","UNION STREET","HANDICAPPED PARKING C","350.0","2019","10","17","9","10"
"UUT8999","VA","BMW","Two Door","White","DIVEN ARCH","HANDICAPPED PARKING C","350.0","2019","10","30","23","10"
"UXG6826","VA","Chevrolet","Four Door","White","DIVEN ARCH","HANDICAPPED PARKING C","350.0","2019","10","30","23","10"
"UMC7200","VA","BMW","Four Door","Silver","BROOKE AVENUE","HANDICAPPED PARKING C","350.0","2021","4","9","21","4"
"UUB7722","VA","Chevrolet","Four Door","Burgundy","UNION STREET","HANDICAPPED PARKING C","330.0","2020","1","28","12","1"
"UNB9620","VA","Honda","Four Door","Black","CITY HALL SOUTH GARAGE","HANDICAPPED PARKING C","330.0","2020","1","30","12","1"
"ULU8014","VA","Lexus","Four Door","Burgundy","UNION STREET","HANDICAPPED PARKING C","330.0","2020","2","3","15","2"
"UWP5085","VA","Chevrolet","Four Door","Silver","UNION STREET","HANDICAPPED PARKING C","330.0","2020","2","18","9","2"
"ULL1416","VA","Lexus","Four Door","Black","UNION STREET","HANDICAPPED PARKING C","330.0","2020","2","18","9","2"
"VUT8932","VA","Lexus","Sedan","Gray","EAST CITY HALL AVE","HANDICAPPED PARKING C","330.0","2020","2","20","13","2"
"UTM1857","VA","Ford","Sports Utility Veh","Black","EAST CITY HALL AVE","HANDICAPPED PARKING C","330.0","2020","2","27","9","2"
"UNH1013","VA","Buick","Four Door","Blue","E OCEAN VIEW AVENUE","HANDICAPPED PARKING C","330.0","2020","6","20","1","6"
"UJM7027","VA","Chevrolet","Four Door","White","PAINTER STREET","HANDICAPPED PARKING ","325.0","2021","5","19","20","5"
"N506401","LA","Toyota","Sedan","White","BOUSH STREET","HANDICAPPED PARKING C","325.0","2018","9","9","0","9"
"X85310","VA","BMW"," ","Blue","BROOKE AVENUE","HANDICAPPED PARKING C","325.0","2018","9","22","13","9"
"VGE2881","VA","Nissan","Two Door","White","GRANBY STREET","HANDICAPPED PARKING C","325.0","2018","9","22","13","9"
"HWK2863","NY","Chevrolet","Four Door","Gold","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","9","29","9","9"
"WWH8552","VA","Nissan","Four Door","Silver","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","9","29","10","9"
"493TYE","KY","Ford","Truck","Blue","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","9","29","13","9"
"NHI4W","FL","Ford","Truck","White","BROOKE AVENUE","HANDICAPPED PARKING C","325.0","2018","10","14","10","10"
"UYD9310","VA","BMW","Two Door","Black","GRANBY STREET","HANDICAPPED PARKING C","325.0","2018","11","5","11","11"
"VCJ9504","VA","Nissan","Four Door","Red","BLUESTONE AVENUE","HANDICAPPED PARKING C","325.0","2018","11","8","10","11"
"WSRB","VA","Lexus","Sports Utility Veh","Green","W BUTE STREET","HANDICAPPED PARKING C","325.0","2018","11","9","11","11"
"732730","VA","Mercedes-Benz","Four Door","Black","BROOKE AVENUE","HANDICAPPED PARKING C","325.0","2018","11","12","17","11"
"VZG7072","VA","Nissan","Four Door","White","MONTICELLO AVENUE","HANDICAPPED PARKING C","325.0","2018","11","19","9","11"
"FGL2130","TX","General Motors","Truck","Black","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","12","1","13","12"
"VKP6488","VA","Cadillac"," ","White","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","12","8","12","12"
"VHG4710","VA","Mercedes-Benz","Four Door","Silver","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","12","8","12","12"
"184589EN","IL","Cadillac","Sports Utility Veh","White","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","12","8","13","12"
"VRV5441","VA","Nissan","Four Door","Silver","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","12","15","10","12"
"WMB5199","VT","Ford","Four Door","Gold","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","12","15","10","12"
"BLE1773","NC","Chevrolet","Sports Utility Veh","Tan","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","12","22","2","12"
"27429E","VA","Buick","Four Door","Blue","E LITTLE CREEK ROAD","HANDICAPPED PARKING C","325.0","2018","12","25","14","12"
"X99970","VA","Toyota","Four Door","Beige","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2018","12","29","14","12"
"VUT8973","VA","Lexus","Four Door","Brown","PLUME STREET LOT","HANDICAPPED PARKING C","325.0","2019","1","2","9","1"
"VNX3362","VA","Dodge","Four Door","Gray","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","1","5","9","1"
"VBL5737","VA","Nissan","Truck","White","BROOKE AVENUE","HANDICAPPED PARKING C","325.0","2019","1","22","17","1"
"VZF7670","VA","Mitsubishi","Four Door","Red","UNION STREET","HANDICAPPED PARKING C","325.0","2019","1","25","12","1"
"VUT9576","VA","Ford","Truck","Blue","E PLUME STREET","HANDICAPPED PARKING C","325.0","2019","2","9","16","2"
"FJH2426","NC","Honda","Four Door","Black","GRANBY STREET","HANDICAPPED PARKING C","325.0","2019","2","14","21","2"
"709320C","MT","Mercedes-Benz","Four Door","White","COLLEGE PLACE","HANDICAPPED PARKING C","325.0","2019","2","19","14","2"
"87849C","VA","Honda","Four Door","Gold","FAUQUIER STREET","HANDICAPPED PARKING C","325.0","2019","2","21","11","2"
"XLA5394","VA","Dodge","Four Door","Burgundy","UNION STREET","HANDICAPPED PARKING C","325.0","2019","2","26","10","2"
"ICUASUR","VA","Ford"," "," ","UNION STREET","HANDICAPPED PARKING C","325.0","2019","2","28","11","2"
"ID45554","VA","Infiniti","Sports Utility Veh","Gray","UNION STREET","HANDICAPPED PARKING C","325.0","2019","3","4","11","3"
"UWK7066","VA","Toyota","Four Door","Black","49TH STREET","HANDICAPPED PARKING C","325.0","2019","3","6","13","3"
"UTR1030","VA","Infiniti","Four Door","Blue","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","3","9","11","3"
"UYL5356","VA","Ford","Four Door","Silver","W BUTE STREET","HANDICAPPED PARKING C","325.0","2019","3","20","17","3"
"FKJ3841","NC","Dodge","Two Door","Black","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","3","22","1","3"
"UZ7034","VA","Nissan","Four Door","Black","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","3","23","12","3"
"22576G","VA","Dodge"," ","Green","CHAPEL ROAD","HANDICAPPED PARKING C","325.0","2019","3","25","14","3"
"UWL2189","VA","Nissan","Four Door","Black","UNION STREET","HANDICAPPED PARKING C","325.0","2019","4","2","10","4"
"VZU5875","VA","Honda","Four Door","Gold","WHITAKER LANE","HANDICAPPED PARKING C","325.0","2019","4","16","16","4"
"KZL4137","TX","Toyota","Sedan","Gray","GRANBY STREET","HANDICAPPED PARKING C","325.0","2019","4","21","0","4"
"M62HZB","NJ","Saturn","Four Door","Silver","KIMBALL TERRACE","HANDICAPPED PARKING C","325.0","2019","4","24","16","4"
"UUL6436","PA","Toyota","Four Door","Blue","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","5","13","0","5"
"VPV5544","VA","Honda","Four Door","Gray","FOUNTAIN PARK GARAGE","HANDICAPPED PARKING C","325.0","2019","5","15","15","5"
"23920K","VA","Acura","Four Door","Black","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","5","18","13","5"
"UXW5344","VA","Honda","Four Door","Burgundy","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","6","5","11","6"
"VUZ4772","VA","Chevrolet","Two Door","Blue","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","6","8","13","6"
"URX5799","VA","Chevrolet","Four Door","Blue","E LITTLE CREEK ROAD","HANDICAPPED PARKING C","325.0","2019","6","10","10","6"
"PKS5425","NC","Nissan","Sports Utility Veh","Gold","COACH WAY DRIVE","HANDICAPPED PARKING C","325.0","2019","6","11","21","6"
"GOX8564","OH","Honda","Four Door","White","BROOKE AVENUE","HANDICAPPED PARKING C","325.0","2019","6","12","21","6"
"UTK5713","VA","Dodge","Sedan","Blue","E CITY HALL AVENUE","HANDICAPPED PARKING C","325.0","2019","6","28","12","6"
"UYU4981","VA","Nissan","Four Door","Gold","WELLS PARKWAY","HANDICAPPED PARKING C","325.0","2019","7","2","20","7"
"UTB4034","VA","Honda","Four Door","Black","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","7","6","13","7"
"UVM9829","VA","Chrysler","Four Door","Black","UNION STREET","HANDICAPPED PARKING C","325.0","2019","7","18","15","7"
"90436R","VA","Chevrolet","Sedan","Gold","N MILITARY HWY","HANDICAPPED PARKING C","325.0","2019","7","27","14","7"
"4022976","UNK","Jeep","Sports Utility Veh","Gray","DIVEN ARCH","HANDICAPPED PARKING C","325.0","2019","7","28","22","7"
"UYJ3846","VA","Honda","Four Door","Gold","UNION STREET","HANDICAPPED PARKING C","325.0","2019","8","1","15","8"
"UPT6008","VA","Hyundai","Hatchback","Silver","UNION STREET","HANDICAPPED PARKING C","325.0","2019","8","2","12","8"
"760357","VA","Mercedes-Benz","Four Door","Blue","LEAD STREET","HANDICAPPED PARKING C","325.0","2019","8","5","10","8"
"42654M","VA"," ","MOPED","Orange","E OLNEY ROAD","HANDICAPPED PARKING C","325.0","2019","8","8","20","8"
"98407R","VA","Hyundai","Sports Utility Veh","White","UNION STREET","HANDICAPPED PARKING C","325.0","2019","8","9","10","8"
"UUK7678","VA","Buick","Four Door","Blue","COLLEGE PLACE","HANDICAPPED PARKING C","325.0","2019","8","12","4","8"
"UZA2948","VA","Toyota","Four Door","Green","E PLUME STREET","HANDICAPPED PARKING C","325.0","2019","8","14","16","8"
"UTT1258","VA","Volkswagen","Sports Utility Veh","White","CITY HALL SOUTH GARAGE","HANDICAPPED PARKING C","325.0","2019","8","22","9","8"
"UZA2948","VA","Toyota","Four Door","Green","PLUME STREET","HANDICAPPED PARKING C","325.0","2019","8","23","10","8"
"PLR1238","NC","Nissan"," ","Black","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","8","24","12","8"
"RSI2962","GA","Ford","Four Door","White","COACH WAY DRIVE","HANDICAPPED PARKING C","325.0","2019","8","28","22","8"
"VXB8556","VA","Hyundai","Sports Utility Veh","White","W OCEAN VIEW AVENUE","HANDICAPPED PARKING C","325.0","2019","8","31","18","8"
"9RK976","MA","BMW","Four Door","Black","BROOKE AVENUE","HANDICAPPED PARKING C","325.0","2019","8","31","23","8"
"UNB6881","VA","Nissan","Four Door","Burgundy","GRANBY STREET","HANDICAPPED PARKING C","325.0","2019","8","31","23","8"
"USW2260","VA","Hyundai","Four Door","White","E LIBERTY STREET","HANDICAPPED PARKING C","325.0","2019","9","3","8","9"
"HMR5657","NY","General Motors","Sports Utility Veh","Black","UNION STREET","HANDICAPPED PARKING C","325.0","2019","9","3","13","9"
"65505T","VA","Honda","Van","Gray","UNION STREET","HANDICAPPED PARKING C","325.0","2019","9","5","12","9"
"AJ74151","AZ","Dodge","Truck","White","22ND ST","HANDICAPPED PARKING C","325.0","2019","9","7","19","9"
"ASIARAY","VA","Honda","Sports Utility Veh","Burgundy","TIDEWATER DRIVE","HANDICAPPED PARKING C","325.0","2019","9","23","18","9"
"2WXN8","OK","Ford","Truck","White","LOWERY ROAD","HANDICAPPED PARKING C","325.0","2019","9","28","23","9"
"ATLBEAST","NC","Dodge","Truck","Red","MONARCH WAY","HANDICAPPED PARKING C","325.0","2019","9","29","15","9"
"VEA8233","VA","Hyundai","Four Door","White","UNION STREET","HANDICAPPED PARKING C","325.0","2019","10","4","9","10"
"WXL6365","VA","Ford","Sports Utility Veh","Gold","TIDEWATER DRIVE","HANDICAPPED PARKING C","325.0","2019","10","8","17","10"
"71054U","VA","BMW"," ","White","COLLEGE PLACE","HANDICAPPED PARKING C","325.0","2019","10","10","12","10"
"LILM1KE","VA","Mercedes-Benz","Two Door","Black","UNION STREET","HANDICAPPED PARKING C","325.0","2019","10","16","15","10"
"UNZ6599","VA","Chevrolet","Truck","Gray","FAIRFAX AVENUE","HANDICAPPED PARKING C","325.0","2019","10","17","14","10"
"PHY3629","NC","Lexus","Four Door","Black","UNION STREET","HANDICAPPED PARKING C","325.0","2019","10","21","10","10"
"PC199923","DE","Toyota","Sports Utility Veh","Gold","UNION STREET","HANDICAPPED PARKING C","325.0","2019","10","25","11","10"
"UWD8928","VT","Kia","Four Door","Red","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","10","26","19","10"
"MCKNNY5","VT","Ford","Sports Utility Veh","Silver","N MILITARY HIGHWAY","HANDICAPPED PARKING C","325.0","2019","10","26","19","10"
"RQB9713","GA","Mercedes-Benz","Four Door","Black","UNION STREET","HANDICAPPED PARKING C","325.0","2019","10","28","10","10"
"739607","VA","Acura","Sports Utility Veh","Gray","UNION STREET","HANDICAPPED PARKING C","325.0","2019","10","28","14","10"
"UNX6773","VA","Hyundai","Four Door","White","MONTICELLO AVENUE GARAGE","HANDICAPPED PARKING C","325.0","2019","10","30","10","10"
"UNK8963","VA","Chevrolet","Four Door","Blue","TIDEWATER DRIVE","HANDICAPPED PARKING C","325.0","2019","10","31","10","10"
"UVC2336","VA","Jeep","Sports Utility Veh","Gray","TIDEWATER DRIVE","HANDICAPPED PARKING C","325.0","2019","12","3","19","12"
"UTT5286","VA","Dodge","Van","Black","TIDEWATER DRIVE","HANDICAPPED PARKING C","325.0","2019","12","14","10","12"
"KMU3564","VA","Chevrolet"," ","Green","GRESHAM DRIVE","HANDICAPPED PARKING C","325.0","2020","1","20","16","1"
"ULG2629","VA","Honda","Four Door","Gray","CLIFTON STREET","HANDICAPPED PARKING C","325.0","2020","7","8","10","7"
"50607117","GA","Dodge","Two Door","Orange","HAMPTON BOULEVARD","HANDICAPPED PARKING C","325.0","2021","1","16","0","1"
"L16906","VA","Lexus","Four Door","White","MONTICELLO AVENUE","HANDICAPPED PARKING C","325.0","2021","3","26","15","3"
"7523CX","VA","Dodge","Four Door","Silver","TIDEWATER DRIVE","HANDICAPPED PARKING C","325.0","2021","4","20","18","4"
"UTK3742","VA","Lexus","Four Door","Silver","N MILITARY HIGHWAY","HANDICAPPED PARKING C","324.0","2019","5","14","23","5"
"GLYN","VA","General Motors","Sports Utility Veh","Silver","E CITY HALL AVENUE","HANDICAPPED PARKING C","320.0","2019","4","27","6","4"
"34581K","VA","Infiniti","Four Door","Blue","E CITY HALL AVENUE","HANDICAPPED PARKING C","320.0","2019","6","21","9","6"
"DPV481","WV","Honda","Hatchback","Gray","E CITY HALL AVENUE","HANDICAPPED PARKING C","320.0","2019","7","9","12","7"
"UTK3742","VA","Lexus","Four Door","Silver","E CITY HALL AVENUE","HANDICAPPED PARKING C","320.0","2019","7","12","10","7"
"UZE5006","VA","Nissan","Four Door","Silver","N MILITARY HIGHWAY","HANDICAPPED PARKING C","312.0","2019","6","1","8","6"
"R32DFN","NJ","Nissan","Four Door","White","TIDEWATER DRIVE","HANDICAPPED PARKING ","305.0","2021","6","29","19","6"
"KASS48","FL","Honda","Four Door","Gray","E PLUME STREET","HANDICAPPED PARKING C","305.0","2019","12","28","8","12"
"45568","VA","Nissan"," ","Black","W 24TH STREET","HANDICAPPED PARKING C","305.0","2020","1","5","9","1"
"11329DV","TX","Volkswagen","Sports Utility Veh","Black","UNION STREET","HANDICAPPED PARKING C","305.0","2020","1","9","12","1"
"UTM1038","VA","Nissan","Four Door","Gray","DIVEN ARCH","HANDICAPPED PARKING C","305.0","2020","1","9","20","1"
"UNT1529","VA","Ford","Truck","Brown","AIRPORT GARAGE","HANDICAPPED PARKING C","305.0","2020","1","10","21","1"
"4061568","NH","Kia","Four Door","Black","MARLFIELD DRIVE","HANDICAPPED PARKING C","305.0","2020","1","11","21","1"
"UXJ9841","VA","Honda","Four Door","White","W 49TH ST","HANDICAPPED PARKING C","305.0","2020","1","15","10","1"
"ULY3424","VA","BMW","Four Door","Blue","CRESCENT WAY","HANDICAPPED PARKING C","305.0","2020","1","15","17","1"
"YKW3169","VA"," "," "," ","E CITY HALL AVENUE","HANDICAPPED PARKING C","305.0","2020","1","31","9","1"
"ID39941","VA","Nissan","Four Door","Black","UNION STREET","HANDICAPPED PARKING C","305.0","2020","2","11","15","2"
"UNT2873","VA","Acura","Four Door","Black","BOUSH STREET","HANDICAPPED PARKING C","305.0","2020","3","1","1","3"
"UJX3795","VA","Dodge","Two Door","Red","E OCEAN VIEW AVENUE","HANDICAPPED PARKING C","305.0","2020","6","9","21","6"
"UZM8262","VA","Dodge","Four Door","Gray","E VIRGINIA BEACH BOULEVARD","HANDICAPPED PARKING C","305.0","2020","6","17","7","6"
"VRW4357","VA","Pontiac","Four Door","White","BAY POINT DRIVE","HANDICAPPED PARKING C","305.0","2020","6","23","12","6"
"VAA1831","VA","Nissan","Sports Utility Veh","Blue","BAY FRONT DRIVE","HANDICAPPED PARKING ","300.0","2021","8","1","21","8"
"UKW9420","VA","Nissan","Sedan","Gray","CITY HALL AVE","HANDICAPPED PARKING ","300.0","2021","8","2","9","8"
"UKY4690","VA","Ford"," ","Red","AIRPORT - PARKING PERMIT LOT","HANDICAPPED PARKING ","300.0","2021","8","3","7","8"
"JGARNR","VA","Ford"," ","White","NORFOLK INT'L AIRPORT","HANDICAPPED PARKING ","300.0","2021","8","5","9","8"
"91349F","VA","Toyota","Sedan","Silver","CITY HALL AVE","HANDICAPPED PARKING ","300.0","2021","8","5","9","8"
"UFP6484","VA","Volkswagen","Sports Utility Veh","Gray","OCEAN VIEW AVE","HANDICAPPED PARKING ","300.0","2021","8","5","21","8"
"MZT9350","TX","Dodge","Two Door","Gray","COMMERCIAL PLACE","HANDICAPPED PARKING ","300.0","2021","8","6","1","8"
"LDLY10","FL","Nissan","Four Door","Burgundy","E VIRGINIA BEACH BOULEVARD","HANDICAPPED PARKING ","300.0","2021","8","6","8","8"
"91795C","VA","Ford","Four Door","White","W 49TH ST","HANDICAPPED PARKING ","300.0","2021","8","6","10","8"
"UKJ7474","VA","Nissan","Four Door","Silver","W 49TH ST","HANDICAPPED PARKING ","300.0","2021","8","6","11","8"
"UCU2491","VA","Mercedes-Benz","Two Door","Black","GRANBY STREET","HANDICAPPED PARKING ","300.0","2021","8","8","3","8"
"DVJA3LIN","VA","Honda","Four Door","Black","E PLUME STREET","HANDICAPPED PARKING ","300.0","2021","8","10","15","8"
"UJH9259","VA","Infiniti"," ","Silver","CITY HALL AVE","HANDICAPPED PARKING ","300.0","2021","8","11","10","8"
"UHM4053","VA","Chevrolet","Four Door","White","OCEAN VIEW AVE","HANDICAPPED PARKING ","300.0","2021","8","11","20","8"
"ME0V2","VA","Nissan","Truck","White","UNION STREET","HANDICAPPED PARKING ","300.0","2021","8","19","11","8"
"UES1875","VA","Audi","Two Door","Silver","GRANBY STREET","HANDICAPPED PARKING ","300.0","2021","8","20","15","8"
"UEF5364","VA","Jeep","Sports Utility Veh","Silver","LITTLE CREEK RD","HANDICAPPED PARKING ","300.0","2021","8","21","2","8"
"26348744","NC","Pontiac","Station Wagon","White","E PLUME STREET","HANDICAPPED PARKING ","300.0","2021","8","21","9","8"
"G33629","VA","Nissan","Four Door","Silver","E VIRGINIA BEACH BOULEVARD","HANDICAPPED PARKING ","300.0","2021","8","23","8","8"
"UBR8512","VA","Lincoln","Sports Utility Veh","White","E VIRGINIA BEACH BOULEVARD","HANDICAPPED PARKING ","300.0","2021","8","25","8","8"
"UWH4164","VA","Acura","Four Door","Gray","INGLESIDE ROAD","HANDICAPPED PARKING C","300.0","2020","7","24","5","7"
"2719UH","VA","Lexus","Four Door","Black","N MILITARY HIGHWAY","HANDICAPPED PARKING C","293.0","2018","10","6","11","10"
"UVR1508","VA","Jeep"," ","Silver","E VIRGINIA BEACH BOULEVARD","BLOCKING FIRE LANE ","290.0","2020","12","17","14","12"
"UMA1086","VA","Chevrolet"," ","Gray","VIRGINIA BEACH BOULEVARD","BLOCKING FIRE LANE ","290.0","2020","12","20","12","12"
"UMR2406","VA","Toyota"," ","Blue","LITTLE CREEK RD","BLOCKING FIRE LANE ","290.0","2020","12","26","10","12"
"UJA8808","VA","BMW","Four Door","Gray","MONTICELLO AVENUE","BLOCKING FIRE LANE ","290.0","2020","12","29","8","12"
"ULP2471","VA","Chevrolet","Two Door","Gold","SAINT PAUL STREET","BLOCKING FIRE LANE ","290.0","2021","1","30","21","1"
"UHY4510","VA","Nissan","Four Door","Silver","W 24TH STREET","BLOCKING FIRE LANE ","290.0","2021","2","9","10","2"
"VTL8787","VA","Volkswagen","Four Door","Gray","RALEIGH AVENUE","NO PARKING FIRE HYDRANT ","290.0","2020","7","20","10","7"
"VTX2023","VA","Volkswagen","Sports Utility Veh","White","GRANBY STREET","NO PARKING FIRE HYDRANT ","290.0","2020","7","27","9","7"
"UJW1807","VA","Nissan","Four Door","Black","STATE STREET","NO PARKING FIRE HYDRANT ","290.0","2020","9","29","9","9"
